label,text_original,text_processed
ham,ÌÏ bot notes oredi... Cos i juz rem i got...,bot note oredi co juz rem got
ham,Yes. Rent is very expensive so its the way we save.,ye rent expens way save
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng
ham,Hows the pain dear?y r u smiling?,how pain deari smile
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,import inform orang user 0789xxxxxxx today lucki day2find log onto httpwwwurawinnercom there fantast surpris await
ham,"Sorry, I can't help you on this.",sorri cant help
ham,Great. So should i send you my account number.,great send account number
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",hellogorg how fone charg lst nitw wen texd hopeu ad nice wkend im sure lookin 4ward cin 2mrw luv jaz
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",date servic ask contact someon shi call 09058091870 reveal pobox84 m26 3uz 150p
ham,ÌÏ only send me the contents page...,send content page
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",night sweet sleep well ive see exorc emili rose may never sleep hug snog
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",dont think got think use got good ni8
ham,"I can't right this second, gotta hit people up first",cant right second got ta hit peopl first
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",evri emot dsnt hav wordsevri wish dsnt hav prayr smile world wit uothrwis even drop tear dsnt lik stay wit uso happi good morn keep smile
ham,So what about you. What do you remember,rememb
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ujhhhhhhh comput ship address sandiago parantella lane wtf poop
ham,Mm yes dear look how i am hugging you both. :-P,mm ye dear look hug
ham,I like dis sweater fr mango but no more my size already so irritating.,like di sweater fr mango size alreadi irrit
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,dont number gon na massiv pain ass id rather get involv that possibl
ham,Anytime lor...,anytim lor
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,want new video handset 750 time network min unlimit text camcord repli call 08000930705 del sat
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,puriti friendship two smile read forward messageit smile see name gud evng
spam,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",ur balanc 600 next question complet landmark big bob barri ben text 83738 good luck
ham,Me fine..absolutly fine,fineabsolutli fine
ham,K and you're sure I don't have to have consent forms to do it :V,your sure dont consent form
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,ur tonex subscript renew charg 450 choos 10 poli month wwwclubzedcouk bill msg
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",dont prize go anoth custom tc wwwtcbiz 18 150pmin polo ltd suit 373 london w1j 6hl pleas call back busi
ham,How much is torch in 9ja.,much torch 9ja
ham,"Doing nothing, then u not having dinner w us?",noth dinner us
ham,How are you. Just checking up on you,check
ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.,done internet connect slow cant send tri later first thing tomo
ham,Mathews or tait or edwards or anderson,mathew tait edward anderson
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,yeah sure thing mate haunt got stuff sort im go sound anyway promot hex way dont know number joke
ham,No need lar i go engin? Cos my sis at arts today...,need lar go engin co si art today
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,thank honey still havent heard anyth leav bit longer crowd tri later great advic thank hope cardiff still
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,want new nokia 3510i colour phone deliv tomorrow 200 free minut mobil 100 free text free camcord repli call 8000930705
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",im snowboard trip wonder plan get everyon togeth befor goa meet greet kind affair cheer
ham,S.i'm watching it in live..,sim watch live
ham,"see you then, we're all christmassy here!",see christmassi
ham,"K I'm ready,  &lt;#&gt; ?",im readi ltgt
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god creat gap finger one made come amp fill gap hold hand love
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,greatest test courag earth bear defeat without lose heartgn tc
ham,what are your new years plans?,new year plan
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,recpt 13 order rington order process
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,baaaaaaaab wake miss crave need
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",got messag ignor ye shop
ham,Dear :-/ why you mood off. I cant drive so i brother to drive,dear mood cant drive brother drive
ham,When did dad get back.,dad get back
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",tell shola pleas go colleg medicin visit academ depart tell academ secretari current situat ask transfer ask someon check sagamu thing lautech vital complet medic educ nigeria less expens much less expens unless get citizen rate new zealand
ham,Yes just finished watching days of our lives. I love it.,ye finish watch day live love
ham,Juz go google n search 4 qet...,juz go googl search qet
ham,Many times we lose our best ones bcoz we are ,mani time lose best one bcoz
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",good friend care close friend understand true friend stay forev beyond word beyond time gud ni8
ham,Just getting back home,get back home
ham,"Sorry, I'll call later  &lt;#&gt; mins",sorri ill call later ltgt min
ham,Dun need to use dial up juz open da browser n surf...,dun need use dial juz open da browser surf
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,one regist subscrib enter draw 100 gb gift voucher repli enter unsubscrib text stop
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",awesom plan get time like ltgt ill text detail wee bit
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,take care sleep wellyou need learn chang lifey need get convinc thati wait convers usget convinc timeyour famili mani sensesrespect overemphasiseor role life
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",chanc win free bluetooth headset simpli repli back adp
ham,You also didnt get na hi hi hi hi hi,also didnt get na hi hi hi hi hi
ham,Ya but it cant display internal subs so i gotta extract them,ya cant display intern sub got ta extract
ham,If i said anything wrong sorry de:-),said anyth wrong sorri de
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad stori man last week bday wife didnt wish parent forgot kid went work even colleagu wish
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,stupid say challeng godyou dont think write instead respond im
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up",yeah abl ill text im readi meet
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,skint fanci bevieswaz gona go meet othr spoon jst bin watchng planet earthsofa comfey dont make hav gd night
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",say he quit least5tim day wudnt take much notic nah didnt mind gon na see want come taunton tonight tell
ham,"When you get free, call me",get free call
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,littl darl far week need coffe run tomoc believ time week alreadi
